IDAluno,NomeDaEscola,DataPagamento,ValorRecebido,MetodoPagamento,AtrasoPagamento,NumeroCartaoCredito,NumeroTransacao,NomeBanco,TipoPagamento,DiaSemana,NumeroCheque
263,Mousinho da Silveira,2021-05-01,1486,Check,No,,58328182,Caixa Geral de Depósitos,che,Saturday,9897
264,Mousinho da Silveira,2021-08-04,1313,Credit Card,No,3555439878015739,93056164,Caixa Geral de Depósitos,cre,Wednesday,
265,Mousinho da Silveira,2018-09-20,1429,Cash,No,,87704358,,cas,Thursday,
266,Mousinho da Silveira,2019-01-16,998,Credit Card,No,8801336138612075,01102481,Millennium BCP,cre,Wednesday,
267,Mousinho da Silveira,2023-09-09,1164,Cash,No,,66506180,,cas,Saturday,
268,Mousinho da Silveira,2022-03-06,1533,Credit Card,No,9015814491476607,28326842,Caixa Geral de Depósitos,cre,Sunday,
269,Mousinho da Silveira,2022-05-19,1563,Cash,No,,08821009,,cas,Thursday,
270,Mousinho da Silveira,2021-12-04,1303,Check,No,,14353682,Millennium BCP,che,Saturday,4014
271,Mousinho da Silveira,2019-10-27,1531,Cash,No,,29087814,,cas,Sunday,
272,Mousinho da Silveira,2022-05-07,968,Cash,Yes,,97552314,,cas,Saturday,
273,Mousinho da Silveira,2022-01-20,971,Credit Card,No,7594929955620533,64525777,Caixa Geral de Depósitos,cre,Thursday,
274,Mousinho da Silveira,2022-12-04,1212,Cash,No,,29142834,,cas,Sunday,
275,Mousinho da Silveira,2022-09-11,1541,Credit Card,No,0809969308488725,63942788,Millennium BCP,cre,Sunday,
276,Mousinho da Silveira,2020-10-21,1272,Check,Yes,,39282722,Millennium BCP,che,Wednesday,8921
277,Mousinho da Silveira,2023-11-06,1267,Credit Card,No,7314530385677005,18449892,Caixa Geral de Depósitos,cre,Monday,
278,Mousinho da Silveira,2022-03-31,1287,Cash,No,,18463865,,cas,Thursday,
279,Mousinho da Silveira,2023-03-01,1253,Cash,No,,90827231,,cas,Wednesday,
280,Mousinho da Silveira,2021-06-19,1558,Cash,No,,22591365,,cas,Saturday,
281,Mousinho da Silveira,2022-08-15,1016,Cash,No,,73926030,,cas,Monday,
282,Mousinho da Silveira,2019-04-19,1487,Check,No,,80920242,Caixa Geral de Depósitos,che,Friday,1305
283,Mousinho da Silveira,2023-07-05,1577,Cash,No,,37977236,,cas,Wednesday,
284,Mousinho da Silveira,2021-12-13,1046,Check,No,,29842579,Millennium BCP,che,Monday,4765
285,Mousinho da Silveira,2020-09-13,1294,Credit Card,No,3886291279908811,72980686,Caixa Geral de Depósitos,cre,Sunday,
286,Mousinho da Silveira,2023-06-27,944,Check,No,,37659916,Millennium BCP,che,Tuesday,5170
287,Mousinho da Silveira,2021-04-04,1138,Credit Card,No,8643009818063565,12694486,Caixa Geral de Depósitos,cre,Sunday,
288,Mousinho da Silveira,2022-01-05,1182,Check,No,,36887258,Caixa Geral de Depósitos,che,Wednesday,5157
289,Mousinho da Silveira,2020-04-20,1491,Cash,No,,62137213,,cas,Monday,
290,Mousinho da Silveira,2021-06-07,1310,Cash,No,,90260127,,cas,Monday,
291,Mousinho da Silveira,2023-10-10,1514,Cash,Yes,,43519066,,cas,Tuesday,
292,Mousinho da Silveira,2022-01-09,1571,Check,No,,90277038,Caixa Geral de Depósitos,che,Sunday,4190
293,Mousinho da Silveira,2018-10-08,1513,Check,No,,39205302,Millennium BCP,che,Monday,5520
294,Mousinho da Silveira,2022-12-14,1309,Cash,No,,69380118,,cas,Wednesday,
295,Mousinho da Silveira,2020-03-05,1472,Check,No,,43937690,Caixa Geral de Depósitos,che,Thursday,3867
296,Mousinho da Silveira,2020-11-11,1418,Credit Card,No,8451848947697357,79071416,Millennium BCP,cre,Wednesday,
297,Mousinho da Silveira,2022-05-18,1135,Cash,No,,58804341,,cas,Wednesday,
298,Mousinho da Silveira,2020-10-26,1589,Check,No,,18275539,Caixa Geral de Depósitos,che,Monday,3994
299,Mousinho da Silveira,2023-11-22,1599,Credit Card,No,3334333395211179,08075957,Caixa Geral de Depósitos,cre,Wednesday,
300,Mousinho da Silveira,2021-05-02,1087,Check,No,,39208678,Millennium BCP,che,Sunday,9232
301,Mousinho da Silveira,2020-07-12,1303,Check,No,,71875003,Caixa Geral de Depósitos,che,Sunday,2650
302,Mousinho da Silveira,2020-05-28,1270,Check,No,,28434795,Caixa Geral de Depósitos,che,Thursday,4013
303,Mousinho da Silveira,2021-05-18,1334,Credit Card,No,5564729293143866,32270267,Millennium BCP,cre,Tuesday,
304,Mousinho da Silveira,2023-08-04,1545,Check,No,,57448906,Millennium BCP,che,Friday,3676
305,Mousinho da Silveira,2018-12-01,1120,Cash,No,,17545588,,cas,Saturday,
306,Mousinho da Silveira,2023-10-22,1163,Cash,Yes,,15939982,,cas,Sunday,
307,Mousinho da Silveira,2022-12-16,1191,Cash,No,,87716947,,cas,Friday,
308,Mousinho da Silveira,2022-02-14,1048,Credit Card,No,5699611253554496,47598762,Millennium BCP,cre,Monday,
309,Mousinho da Silveira,2023-05-16,923,Credit Card,No,4132611178006811,49216433,Caixa Geral de Depósitos,cre,Tuesday,
310,Mousinho da Silveira,2021-01-24,1541,Credit Card,No,2005577848728299,79688457,Millennium BCP,cre,Sunday,
311,Mousinho da Silveira,2023-02-04,991,Cash,No,,64240082,,cas,Saturday,
312,Mousinho da Silveira,2020-07-05,1193,Cash,No,,77406493,,cas,Sunday,
313,Mousinho da Silveira,2023-01-18,907,Check,No,,68663266,Millennium BCP,che,Wednesday,5308
314,Mousinho da Silveira,2019-01-10,1332,Check,No,,94484631,Millennium BCP,che,Thursday,3238
315,Mousinho da Silveira,2020-03-16,1013,Check,No,,74973502,Millennium BCP,che,Monday,9764
316,Mousinho da Silveira,2018-09-15,1090,Credit Card,No,2703120735647570,51204618,Caixa Geral de Depósitos,cre,Saturday,
317,Mousinho da Silveira,2019-08-07,1096,Cash,No,,01367303,,cas,Wednesday,
318,Mousinho da Silveira,2021-03-01,996,Check,No,,37645208,Millennium BCP,che,Monday,5150
319,Mousinho da Silveira,2021-04-12,1553,Cash,No,,03136502,,cas,Monday,
320,Mousinho da Silveira,2023-01-13,1182,Check,No,,30097925,Millennium BCP,che,Friday,5075
321,Mousinho da Silveira,2019-06-19,1411,Credit Card,No,5005281273585730,65240778,Caixa Geral de Depósitos,cre,Wednesday,
322,Mousinho da Silveira,2021-08-16,1401,Credit Card,No,8557498218274485,70862095,Millennium BCP,cre,Monday,
323,Mousinho da Silveira,2020-05-18,964,Check,No,,63878294,Caixa Geral de Depósitos,che,Monday,7714
324,Mousinho da Silveira,2022-03-05,1229,Credit Card,Yes,1022031731096789,94053910,Millennium BCP,cre,Saturday,
325,Mousinho da Silveira,2022-04-04,1403,Credit Card,No,0586509480141381,13863383,Millennium BCP,cre,Monday,
326,Mousinho da Silveira,2021-09-17,1471,Cash,No,,95761228,,cas,Friday,
327,Mousinho da Silveira,2020-10-31,1416,Cash,No,,89755855,,cas,Saturday,
328,Mousinho da Silveira,2020-11-22,1548,Cash,No,,59398368,,cas,Sunday,
329,Mousinho da Silveira,2023-10-10,1160,Cash,No,,76004908,,cas,Tuesday,
330,Mousinho da Silveira,2019-05-04,1209,Credit Card,No,3350488899210752,24593344,Millennium BCP,cre,Saturday,
331,Mousinho da Silveira,2021-10-12,1309,Check,No,,15727919,Caixa Geral de Depósitos,che,Tuesday,1612
332,Mousinho da Silveira,2022-09-05,1490,Cash,Yes,,05566139,,cas,Monday,
333,Mousinho da Silveira,2023-10-15,911,Check,No,,60480589,Millennium BCP,che,Sunday,6354
334,Mousinho da Silveira,2021-05-25,1126,Credit Card,Yes,6799813646225179,08641686,Millennium BCP,cre,Tuesday,
335,Mousinho da Silveira,2022-11-08,1038,Cash,No,,76938983,,cas,Tuesday,
336,Mousinho da Silveira,2019-12-10,973,Cash,No,,59116655,,cas,Tuesday,
337,Mousinho da Silveira,2019-08-26,1228,Cash,No,,04259792,,cas,Monday,
338,Mousinho da Silveira,2021-01-19,945,Credit Card,No,5211039240514770,53833884,Caixa Geral de Depósitos,cre,Tuesday,
339,Mousinho da Silveira,2022-01-27,1044,Check,No,,06980420,Caixa Geral de Depósitos,che,Thursday,4288
340,Mousinho da Silveira,2023-01-03,1532,Cash,Yes,,01645104,,cas,Tuesday,
341,Mousinho da Silveira,2023-06-12,1564,Cash,No,,68157981,,cas,Monday,
342,Mousinho da Silveira,2019-08-17,1103,Check,No,,80038457,Caixa Geral de Depósitos,che,Saturday,3572
343,Mousinho da Silveira,2018-09-07,1255,Check,No,,43840460,Caixa Geral de Depósitos,che,Friday,4695
344,Mousinho da Silveira,2019-06-07,1249,Cash,No,,16893639,,cas,Friday,
345,Mousinho da Silveira,2019-06-09,1336,Cash,No,,57823298,,cas,Sunday,
346,Mousinho da Silveira,2022-06-01,1107,Credit Card,No,8262925188125205,66474231,Millennium BCP,cre,Wednesday,
347,Mousinho da Silveira,2019-08-14,926,Check,No,,99939330,Caixa Geral de Depósitos,che,Wednesday,2302
348,Mousinho da Silveira,2022-06-10,1388,Credit Card,No,9752677223306046,33312797,Caixa Geral de Depósitos,cre,Friday,
349,Mousinho da Silveira,2023-06-11,1368,Credit Card,No,0965699988081770,38860868,Millennium BCP,cre,Sunday,
350,Mousinho da Silveira,2019-08-24,1198,Cash,No,,44726490,,cas,Saturday,
351,Mousinho da Silveira,2022-06-14,1429,Credit Card,No,7181298266570279,37145211,Millennium BCP,cre,Tuesday,
352,Mousinho da Silveira,2022-07-17,1360,Check,No,,86892686,Millennium BCP,che,Sunday,3799
353,Mousinho da Silveira,2023-09-12,1243,Check,No,,22220644,Caixa Geral de Depósitos,che,Tuesday,5731
354,Mousinho da Silveira,2022-02-03,1085,Credit Card,No,3094077780973397,76719903,Caixa Geral de Depósitos,cre,Thursday,
355,Mousinho da Silveira,2022-01-21,1543,Check,No,,30220502,Millennium BCP,che,Friday,5889
356,Mousinho da Silveira,2020-06-09,989,Credit Card,No,2249998279501455,61681472,Millennium BCP,cre,Tuesday,
357,Mousinho da Silveira,2022-06-23,1181,Cash,No,,83390198,,cas,Thursday,
358,Mousinho da Silveira,2019-01-27,1395,Check,No,,46954899,Caixa Geral de Depósitos,che,Sunday,3125
359,Mousinho da Silveira,2022-01-10,1476,Cash,No,,77293430,,cas,Monday,
360,Mousinho da Silveira,2019-03-31,924,Cash,No,,13966055,,cas,Sunday,
361,Mousinho da Silveira,2021-09-21,1552,Credit Card,Yes,3441448850155699,02355770,Millennium BCP,cre,Tuesday,
362,Mousinho da Silveira,2021-04-13,1059,Check,No,,85760849,Caixa Geral de Depósitos,che,Tuesday,9779
363,Mousinho da Silveira,2018-09-08,1113,Check,No,,51240568,Millennium BCP,che,Saturday,7382
364,Mousinho da Silveira,2019-08-19,1509,Credit Card,No,4504617357438421,50317807,Millennium BCP,cre,Monday,
365,Mousinho da Silveira,2019-08-25,1248,Cash,No,,84521823,,cas,Sunday,
366,Mousinho da Silveira,2022-08-23,937,Cash,No,,81040915,,cas,Tuesday,
367,Mousinho da Silveira,2021-03-14,947,Credit Card,No,4094353344857142,24109881,Millennium BCP,cre,Sunday,
368,Mousinho da Silveira,2021-08-16,1258,Check,No,,24932149,Caixa Geral de Depósitos,che,Monday,9856
369,Mousinho da Silveira,2021-01-25,951,Credit Card,Yes,0160166299795453,81792171,Caixa Geral de Depósitos,cre,Monday,
370,Mousinho da Silveira,2020-04-27,1600,Check,No,,77332945,Caixa Geral de Depósitos,che,Monday,4004
371,Mousinho da Silveira,2022-07-03,1581,Cash,No,,57701715,,cas,Sunday,
372,Mousinho da Silveira,2021-04-07,1372,Credit Card,No,5992816158148769,63938276,Millennium BCP,cre,Wednesday,
373,Mousinho da Silveira,2020-06-28,1113,Check,No,,69583219,Caixa Geral de Depósitos,che,Sunday,2873
374,Mousinho da Silveira,2021-11-25,1510,Cash,No,,17246191,,cas,Thursday,
375,Mousinho da Silveira,2022-06-04,1510,Cash,No,,01329022,,cas,Saturday,
376,Mousinho da Silveira,2021-02-13,1444,Cash,No,,97335494,,cas,Saturday,
377,Mousinho da Silveira,2023-09-25,1345,Check,No,,51909862,Caixa Geral de Depósitos,che,Monday,2022
378,Mousinho da Silveira,2020-08-26,1462,Credit Card,Yes,8514036965666683,27238656,Millennium BCP,cre,Wednesday,
379,Mousinho da Silveira,2020-03-13,1586,Credit Card,No,1027621267969278,68765326,Millennium BCP,cre,Friday,
380,Mousinho da Silveira,2021-10-27,1410,Check,No,,84689500,Caixa Geral de Depósitos,che,Wednesday,7038
381,Mousinho da Silveira,2019-03-20,1494,Cash,No,,12847818,,cas,Wednesday,
382,Mousinho da Silveira,2023-07-28,1524,Credit Card,No,1894905807787956,54420949,Caixa Geral de Depósitos,cre,Friday,
383,Mousinho da Silveira,2018-12-04,1544,Cash,No,,90490471,,cas,Tuesday,
384,Mousinho da Silveira,2019-04-17,1417,Credit Card,No,4429444019292752,43728051,Millennium BCP,cre,Wednesday,
385,Mousinho da Silveira,2021-12-02,1057,Cash,No,,66372395,,cas,Thursday,
386,Mousinho da Silveira,2018-11-20,1557,Cash,No,,10276747,,cas,Tuesday,
387,Mousinho da Silveira,2022-10-07,1445,Credit Card,No,6742860476580185,69454414,Caixa Geral de Depósitos,cre,Friday,
388,Mousinho da Silveira,2021-03-02,1591,Check,No,,93852580,Millennium BCP,che,Tuesday,2113
389,Mousinho da Silveira,2018-08-25,1321,Credit Card,No,7534430091093911,19269212,Caixa Geral de Depósitos,cre,Saturday,
390,Mousinho da Silveira,2020-03-26,1378,Check,No,,74654214,Millennium BCP,che,Thursday,7271
391,Mousinho da Silveira,2020-10-04,1240,Credit Card,No,4271739627128639,17410119,Caixa Geral de Depósitos,cre,Sunday,
392,Mousinho da Silveira,2022-12-09,1356,Credit Card,No,2006425690877661,83067198,Caixa Geral de Depósitos,cre,Friday,
393,Mousinho da Silveira,2020-06-13,1598,Cash,No,,15851743,,cas,Saturday,
394,Mousinho da Silveira,2019-07-28,1467,Credit Card,No,3461571732030937,61847870,Millennium BCP,cre,Sunday,
395,Mousinho da Silveira,2020-06-25,957,Cash,No,,06138782,,cas,Thursday,
396,Mousinho da Silveira,2022-09-26,1493,Credit Card,No,0270790320204179,29111799,Millennium BCP,cre,Monday,
397,Mousinho da Silveira,2018-12-08,1107,Cash,No,,65198253,,cas,Saturday,
398,Mousinho da Silveira,2022-11-13,946,Check,No,,11426258,Millennium BCP,che,Sunday,8187
399,Mousinho da Silveira,2019-12-12,1495,Credit Card,No,9620710021946723,24876329,Millennium BCP,cre,Thursday,
400,Mousinho da Silveira,2021-12-04,1084,Check,No,,14560833,Millennium BCP,che,Saturday,9686
401,Mousinho da Silveira,2019-02-12,1533,Cash,No,,88373403,,cas,Tuesday,
402,Mousinho da Silveira,2019-03-19,1052,Check,No,,77220054,Millennium BCP,che,Tuesday,8121
403,Mousinho da Silveira,2019-12-28,1242,Check,No,,70108220,Caixa Geral de Depósitos,che,Saturday,9436
404,Mousinho da Silveira,2019-03-26,972,Credit Card,No,9956353153136363,17970623,Caixa Geral de Depósitos,cre,Tuesday,
405,Mousinho da Silveira,2019-07-31,1296,Cash,No,,35435209,,cas,Wednesday,
406,Mousinho da Silveira,2018-12-01,1187,Credit Card,No,7762534929298316,87397740,Caixa Geral de Depósitos,cre,Saturday,
407,Mousinho da Silveira,2022-09-16,1152,Credit Card,No,9392906007806867,17731806,Millennium BCP,cre,Friday,
408,Mousinho da Silveira,2019-04-29,1267,Cash,No,,10742799,,cas,Monday,
409,Mousinho da Silveira,2018-09-19,1365,Cash,No,,62570165,,cas,Wednesday,
410,Mousinho da Silveira,2021-07-23,933,Cash,No,,49893195,,cas,Friday,
411,Mousinho da Silveira,2022-09-15,956,Check,No,,50165790,Caixa Geral de Depósitos,che,Thursday,7003
412,Mousinho da Silveira,2019-07-25,1563,Check,No,,83253817,Millennium BCP,che,Thursday,4693
413,Mousinho da Silveira,2020-05-18,1261,Cash,No,,64015577,,cas,Monday,
414,Mousinho da Silveira,2021-05-23,1439,Credit Card,No,8847951371162411,24127238,Millennium BCP,cre,Sunday,
415,Mousinho da Silveira,2020-03-23,1326,Check,No,,27567043,Millennium BCP,che,Monday,1361
416,Mousinho da Silveira,2023-06-21,1137,Check,No,,69557988,Caixa Geral de Depósitos,che,Wednesday,8503
417,Mousinho da Silveira,2020-04-14,1480,Credit Card,No,4243754025472928,42222310,Caixa Geral de Depósitos,cre,Tuesday,
418,Mousinho da Silveira,2021-10-20,1029,Cash,No,,23805525,,cas,Wednesday,
419,Mousinho da Silveira,2021-02-04,1452,Credit Card,No,1067275208854749,29751702,Millennium BCP,cre,Thursday,
420,Mousinho da Silveira,2020-04-22,925,Cash,No,,37515093,,cas,Wednesday,
421,Mousinho da Silveira,2021-11-07,1439,Credit Card,No,4301871863759980,56265650,Caixa Geral de Depósitos,cre,Sunday,
422,Mousinho da Silveira,2020-07-07,1259,Cash,No,,81376742,,cas,Tuesday,
423,Mousinho da Silveira,2023-02-06,1334,Check,No,,29912347,Caixa Geral de Depósitos,che,Monday,2083
424,Mousinho da Silveira,2023-10-25,1504,Cash,Yes,,64628792,,cas,Wednesday,
425,Mousinho da Silveira,2019-09-13,1090,Cash,No,,70494787,,cas,Friday,
426,Mousinho da Silveira,2019-11-03,927,Credit Card,No,4714627301471959,79647158,Millennium BCP,cre,Sunday,
427,Mousinho da Silveira,2023-04-28,1165,Credit Card,No,2572520456504481,83219285,Caixa Geral de Depósitos,cre,Friday,
428,Mousinho da Silveira,2023-03-21,1208,Cash,No,,51895202,,cas,Tuesday,
429,Mousinho da Silveira,2021-06-27,1188,Cash,No,,65213283,,cas,Sunday,
430,Mousinho da Silveira,2023-03-31,1092,Check,No,,88816711,Millennium BCP,che,Friday,1284
431,Mousinho da Silveira,2021-04-09,1256,Cash,No,,27985240,,cas,Friday,
432,Mousinho da Silveira,2022-10-03,1021,Credit Card,No,2342321611076031,08907140,Millennium BCP,cre,Monday,
433,Mousinho da Silveira,2020-04-09,1583,Credit Card,No,1939325012495528,93891190,Millennium BCP,cre,Thursday,
434,Mousinho da Silveira,2022-08-05,1096,Cash,No,,80138759,,cas,Friday,
435,Mousinho da Silveira,2019-08-15,1350,Check,No,,25663836,Millennium BCP,che,Thursday,6149
436,Mousinho da Silveira,2019-04-11,1377,Credit Card,No,7548015716479473,86463175,Millennium BCP,cre,Thursday,
437,Mousinho da Silveira,2018-08-27,1590,Cash,No,,67811266,,cas,Monday,
438,Mousinho da Silveira,2022-06-24,1504,Credit Card,No,2153539613674994,65796784,Millennium BCP,cre,Friday,
439,Mousinho da Silveira,2022-11-20,1365,Credit Card,No,7732010170269524,99118773,Caixa Geral de Depósitos,cre,Sunday,
440,Mousinho da Silveira,2022-04-17,1409,Cash,No,,85880061,,cas,Sunday,
441,Mousinho da Silveira,2020-09-24,1360,Cash,No,,77002842,,cas,Thursday,
442,Mousinho da Silveira,2021-05-03,1341,Credit Card,No,6719788977828064,79695450,Millennium BCP,cre,Monday,
443,Mousinho da Silveira,2021-11-22,946,Credit Card,No,5905616556503334,91141520,Caixa Geral de Depósitos,cre,Monday,
444,Mousinho da Silveira,2018-10-16,1371,Check,No,,98640790,Caixa Geral de Depósitos,che,Tuesday,7188
445,Mousinho da Silveira,2021-10-12,1299,Cash,No,,71357852,,cas,Tuesday,
446,Mousinho da Silveira,2022-01-11,1206,Cash,No,,37183440,,cas,Tuesday,
447,Mousinho da Silveira,2020-03-31,1487,Cash,No,,91919541,,cas,Tuesday,
448,Mousinho da Silveira,2021-10-04,1443,Cash,No,,51484685,,cas,Monday,
449,Mousinho da Silveira,2019-09-14,1324,Cash,No,,87820829,,cas,Saturday,
450,Mousinho da Silveira,2021-05-19,1118,Check,No,,74896908,Millennium BCP,che,Wednesday,6968
451,Mousinho da Silveira,2021-03-05,1051,Credit Card,No,4665136442493631,23034778,Caixa Geral de Depósitos,cre,Friday,
452,Mousinho da Silveira,2020-12-12,1562,Credit Card,No,4204482070015941,65162319,Millennium BCP,cre,Saturday,
453,Mousinho da Silveira,2021-07-04,1580,Check,No,,84713915,Caixa Geral de Depósitos,che,Sunday,7388
454,Mousinho da Silveira,2023-02-06,1141,Cash,No,,12347649,,cas,Monday,
455,Mousinho da Silveira,2018-11-23,1402,Check,No,,15867342,Caixa Geral de Depósitos,che,Friday,8786
456,Mousinho da Silveira,2022-08-05,1276,Cash,Yes,,90034864,,cas,Friday,
457,Mousinho da Silveira,2022-03-01,1271,Check,No,,37606441,Millennium BCP,che,Tuesday,5872
458,Mousinho da Silveira,2019-10-05,1064,Cash,No,,60417765,,cas,Saturday,
459,Mousinho da Silveira,2022-08-09,1332,Credit Card,No,4815698570027206,34591123,Millennium BCP,cre,Tuesday,
460,Mousinho da Silveira,2023-05-01,1508,Check,No,,57724295,Caixa Geral de Depósitos,che,Monday,4254
461,Mousinho da Silveira,2019-01-20,1324,Cash,No,,69300893,,cas,Sunday,
462,Mousinho da Silveira,2023-09-01,991,Cash,No,,20696942,,cas,Friday,
463,Mousinho da Silveira,2019-01-30,1276,Credit Card,No,1086771333447626,39343626,Millennium BCP,cre,Wednesday,
464,Mousinho da Silveira,2018-09-28,1197,Cash,No,,73597107,,cas,Friday,
465,Mousinho da Silveira,2019-04-30,1231,Check,No,,36694118,Millennium BCP,che,Tuesday,1853
466,Mousinho da Silveira,2020-06-12,1140,Cash,No,,99004896,,cas,Friday,
467,Mousinho da Silveira,2020-04-11,1304,Check,No,,80924287,Caixa Geral de Depósitos,che,Saturday,8669
468,Mousinho da Silveira,2019-04-28,991,Cash,No,,62415027,,cas,Sunday,
469,Mousinho da Silveira,2023-06-21,1187,Check,No,,64494856,Millennium BCP,che,Wednesday,6169
470,Mousinho da Silveira,2022-09-18,1403,Credit Card,No,7032032074276170,75877712,Millennium BCP,cre,Sunday,
471,Mousinho da Silveira,2020-07-16,995,Credit Card,No,2284993908926137,15041659,Millennium BCP,cre,Thursday,
472,Mousinho da Silveira,2023-04-11,1231,Credit Card,Yes,7774905097592304,50189616,Caixa Geral de Depósitos,cre,Tuesday,
473,Mousinho da Silveira,2019-07-31,1145,Cash,Yes,,32664214,,cas,Wednesday,
474,Mousinho da Silveira,2021-05-02,1342,Check,No,,49251583,Caixa Geral de Depósitos,che,Sunday,8298
475,Mousinho da Silveira,2023-07-19,1297,Cash,No,,96165926,,cas,Wednesday,
476,Mousinho da Silveira,2022-02-12,1336,Credit Card,Yes,5732788147617422,43864908,Millennium BCP,cre,Saturday,
477,Mousinho da Silveira,2023-09-22,946,Check,No,,66179454,Millennium BCP,che,Friday,9248
478,Mousinho da Silveira,2018-09-03,1016,Check,No,,22601645,Caixa Geral de Depósitos,che,Monday,8371
479,Mousinho da Silveira,2022-01-29,1171,Cash,No,,23219416,,cas,Saturday,
480,Mousinho da Silveira,2021-07-30,918,Credit Card,No,0277697499564122,03103037,Millennium BCP,cre,Friday,
481,Mousinho da Silveira,2022-03-23,1147,Cash,No,,83147276,,cas,Wednesday,
